1911-10-14,W,HOME,21,467,43,0,No Poll,No Poll,No Poll,123
1911-10-21,W,HOME,21,467,27,0,No Poll,No Poll,No Poll,17
1911-10-28,W,HOME,21,467,80,0,No Poll,No Poll,No Poll,68
1911-11-04,T,FORBES FIELD,21,315,0,0,No Poll,No Poll,No Poll,104
1911-11-11,W,HOME,21,140,34,0,No Poll,No Poll,No Poll,122
1911-11-20,W,AWAY,21,19,6,3,No Poll,No Poll,No Poll,141
1911-11-30,T,AWAY,21,462,0,0,No Poll,No Poll,No Poll,71
1912-10-05,W,HOME,21,467,116,7,No Poll,No Poll,No Poll,123
1912-10-12,W,HOME,21,437,74,7,No Poll,No Poll,No Poll,1
1912-10-19,W,HOME,21,467,39,0,No Poll,No Poll,No Poll,81
1912-10-26,W,HOME,21,19,41,6,No Poll,No Poll,No Poll,141
1912-11-02,W,FORBES FIELD,21,315,3,0,No Poll,No Poll,No Poll,104
1912-11-09,W,AWAY,21,196,47,7,No Poll,No Poll,No Poll,113
1912-11-12,W,AWAY,21,102,69,0,No Poll,No Poll,No Poll,71
1913-10-04,W,HOME,19,106,87,0,No Poll,No Poll,No Poll,93
1913-10-18,W,HOME,19,265,20,7,No Poll,No Poll,No Poll,119
1913-10-25,W,HOME,19,448,62,0,No Poll,No Poll,No Poll,6
1913-11-01,W,AWAY,19,114,35,13,No Poll,No Poll,No Poll,10
1913-11-08,W,AWAY,19,61,14,7,No Poll,No Poll,No Poll,101
1913-11-22,W,AWAY,19,467,20,7,No Poll,No Poll,No Poll,27
1913-11-27,W,AWAY,19,152,30,7,No Poll,No Poll,No Poll,129
1914-10-03,W,HOME,19,448,56,0,No Poll,No Poll,No Poll,6
1914-10-10,W,HOME,19,250,103,0,No Poll,No Poll,No Poll,109
1914-10-17,L,AWAY,19,198,0,28,No Poll,No Poll,No Poll,151
1914-10-24,W,SIOUX FALLS,19,257,33,0,No Poll,No Poll,No Poll,119
1914-10-31,W,HOME,19,50,21,7,No Poll,No Poll,No Poll,49
1914-11-07,L,AWAY,19,114,7,20,No Poll,No Poll,No Poll,10
1914-11-14,W,CHICAGO,19,231,48,6,No Poll,No Poll,No Poll,20
1914-11-26,W,AWAY,19,199,20,0,No Poll,No Poll,No Poll,126
1915-10-02,W,HOME,19,448,32,0,No Poll,No Poll,No Poll,6
1915-10-09,W,HOME,19,50,34,0,No Poll,No Poll,No Poll,49
1915-10-23,L,AWAY,19,317,19,20,No Poll,No Poll,No Poll,84
1915-10-30,W,HOME,19,257,6,0,No Poll,No Poll,No Poll,119
1915-11-06,W,AWAY,19,114,7,0,No Poll,No Poll,No Poll,10
